cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	rated voltage 	 12 v 5v	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	power input 	 12v 3.9 w 5v 1.06 w	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	fan dimension 	 120 x 120 x 25 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	speed 	 pwm 500 to 1500 r.p.m	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	noise level 	 25.8 db a	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	rated voltage 	 12 v 5v	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	power input 	 12v 1.44 w 5v 1.6w	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	max. air flow 	 56.45 cfm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	max. pressure 	 1.59 mm h2o	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	led control 	 argb controller or 5v addressable rgb header on motherboard	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	radiator dimension 	 270 x 120 x 27 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	tube length 	 326mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ thermaltake water 3.0 240 argb sync edition	material 	 rubber	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	compatibility 	 intel lga2066 2011 to 3 2011 1366 1151 1150 1155 1156	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	tdp 	 350w	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	radiator dimension 	 274 120 27mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	radiator material 	 aluminum	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	tube material 	 premium sleeved tubing	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	tube length 	 350mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	waterblock dimension 	 84 84 46.5mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	cold plate material 	 copper	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	pump current 	 0.45a	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	pump speed 	 2400rpm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	pump bearing 	 ceramic bearing	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	pump life expectancy 	 50000 hrs	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	pump noise level 	 25db	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	fan dimension 	 120 120 25mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	included fans 	 2pcs	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	fan speed 	 900 2000rpm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	max. air flow 	 56.5cfm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	max. static pressure 	 1.99mmh2o	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	noise 	 16 31.5db	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	rated voltage 	 12vdc	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	operating voltage 	 10.8 13.2vdc	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	started voltage 	 7vdc	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	rated current 	 0.25a	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	power input 	 3w	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 240 rgb	bearing type 	 2ball bearing	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	product name	 masterliquid ml360 rgb tr4 edition	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	model	 mlx d36m a20pc t1	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	cpu socket compatibility	 amd socket tr4	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	radiator material	 aluminum	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	dimensions	 394 x 119 x 27.2mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	fan dimensions	 120 x 120 x 25 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	quantity	 3 pcs	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	speed	 650 to 2000 rpm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	air flow	 66.7 cfm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	air pressure	 2.34 mmh2o	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	mttf	 160000 hours	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	noise level	 6 to 30 dba	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	connector	 4 pin	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	rated voltage	 12 vdc	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	pump dimensions	 86 x 70 x 49 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	mttf	 70000 hours	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	noise level	 15 dba	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	connector	 3 pin	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	rated voltage	 12 vdc	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	warranty	 2 years	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	ean code	 4719512064870	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ master liquid ml360 rgb tr4 edition	upc code	 884102037542	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	water block dimension	 80 x 80 x 45 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	block material 	 copper	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	cpu socket support	 intel	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	radiator dimension	 272 x 121 x 27 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	radiator material	 aluminum	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	tube	 sleeved rubber tube	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	tube length	 380 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan	 2 x rog designed radiator fan	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan size	 2 fan slots	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan dimension	 120 x 120 x 25 mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan speed	 800 to 2500 rpm 10	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan static pressure	 5.0 mmh2o	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan air flow	 80.95 cfm 137.5 m3h	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	fan noise	 37.6 db	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	control mode	 pwm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ asus rog strix lc 240	aura sync support	 yes	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	compatibility 	 intel lga2066 2011 to 3 2011 1366 1151 1150 1155 1156	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	tdp 	 400w	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	radiator dimension 	 396 120 27mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	radiator material 	 aluminum	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	tube material 	 premium sleeved tubing	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	tube length 	 465mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	waterblock dimension 	 84 84 46.5mm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	cold plate material 	 copper	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	pump current 	 0.45a	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	pump speed 	 2400rpm	
cpu liquid cooler ระบบระบายความร้อนด้วยน้ำ id cooling dashflow 360 rgb	pump bearing 	 ceramic bearing	
